TITLE;Computer Science
Data clustering with edge domination in complex networks;1
sWSI: A Low-cost and Commercial-quality Whole Slide Imaging System on Android and iOS Smartphones;1
Predicting multicellular function through multi-layer tissue networks;0
Toward Microphononic Circuits on Chip: An Evaluation of Components based on High-Contrast Evanescent Confinement of Acoustic Waves;1
Adaptive Submodular Influence Maximization with Myopic Feedback;0
Evaluation of Direct Haptic 4D Volume Rendering of Partially Segmented Data for Liver Puncture Simulation;1
The Role of Big Data on Smart Grid Transition;1
Learning Deep ResNet Blocks Sequentially using Boosting Theory;1
Total energy of radial mappings;0
Divergence and Sufficiency for Convex Optimization;0
Compact linear programs for 2SAT;0
Distributed Protocols at the Rescue for Trustworthy Online Voting;0
Isomonodromy aspects of the tt* equations of Cecotti and Vafa III. Iwasawa factorization and asymptotics;0
Decorative Plasmonic Surfaces;0
Hamiltonian approach to slip-stacking dynamics;1
Materials processing with intense pulsed ion beams and masked targets;0
Variational Walkback: Learning a Transition Operator as a Stochastic Recurrent Net;0
Toward a language-theoretic foundation for planning and filtering;0
Algebraic relations between solutions of Painlevé equations;1
Pore lifetimes in cell electroporation: Complex dark pores?;0
Data-driven causal path discovery without prior knowledge - a benchmark study;1
Computation of Ground States of the Gross-Pitaevskii Functional via Riemannian Optimization;1
On the symplectic size of convex polytopes;0
A Fully Convolutional Neural Network Approach to End-to-End Speech Enhancement;1
Tunnelling Spectroscopy of Andreev States in Graphene;1
Volatility estimation for stochastic PDEs using high-frequency observations;1
A Conic Integer Programming Approach to Constrained Assortment Optimization under the Mixed Multinomial Logit Model;1
Voyager 1 Measurements Beyond the Heliopause of Galactic Cosmic Ray Helium, Boron, Carbon, Oxygen, Magnesium, Silicon and Iron Nuclei with Energies 0.5 to >1.5 GeV/nuc;1
Block Mean Approximation for Efficient Second Order Optimization;0
A Minimum Discounted Reward Hamilton-Jacobi Formulation for Computing Reachable Sets;1
Imbedding results in Musielak-Orlicz spaces with an application to anisotropic nonlinear Neumann problems;0
Defend against advanced persistent threats: An optimal control approach;1
Challenges in Designing Datasets and Validation for Autonomous Driving;1
Improving Adversarial Robustness via Promoting Ensemble Diversity;0
Majorana stripe order on the surface of a three-dimensional topological insulator;0
Affine-Gradient Based Local Binary Pattern Descriptor for Texture Classiffication;1
Decomposition theorems for asymptotic property C and property A;1
Three dimensional free-surface flow over arbitrary bottom topography;1
Spin-polaron formation and magnetic state diagram in La doped $CaMnO_3$;1
Power-law citation distributions are not scale-free;0
Atmospheric stellar parameters for large surveys using FASMA, a new spectral synthesis package;1
Bingham flow in porous media with obstacles of different size;0
Eigenstate entanglement in the Sachdev-Ye-Kitaev model;1
Finite presheaves and $A$-finite generation of unstable algebras mod nilpotents;0
Ejection of rocky and icy material from binary star systems: Implications for the origin and composition of 1I/`Oumuamua;1
Two-photon excitation of rubidium atoms inside porous glass;1
Readout of the atomtronic quantum interference device;0
Apprentice: Using Knowledge Distillation Techniques To Improve Low-Precision Network Accuracy;1
An IDE-Based Context-Aware Meta Search Engine;1
Sharing Data Homomorphically Encrypted with Different Encryption Keys;1
Low temperature features in the heat capacity of unary metals and intermetallics for the example of bulk aluminum and Al$_3$Sc;0
Designing spin and orbital exchange Hamiltonians with ultrashort electric field transients;1
A Novel Comprehensive Approach for Estimating Concept Semantic Similarity in WordNet;0
Tannakian duality for affine homogeneous spaces;0
Strong comparison principle for the fractional $p$-Laplacian and applications to starshaped rings;0
The uniformity and time-invariance of the intra-cluster metal distribution in galaxy clusters from the IllustrisTNG simulations;0
Improving Native Ads CTR Prediction by Large Scale Event Embedding and Recurrent Networks;1
On the Communication Cost of Determining an Approximate Nearest Lattice Point;1
One shot entanglement assisted classical and quantum communication over noisy quantum channels: A hypothesis testing and convex split approach;1
Conformally variational Riemannian invariants;1
Caching Meets Millimeter Wave Communications for Enhanced Mobility Management in 5G Networks;0
Poison Frogs! Targeted Clean-Label Poisoning Attacks on Neural Networks;1
Sorting Phenomena in a Mathematical Model For Two Mutually Attracting/Repelling Species;0
Ab initio design of drug carriers for zoledronate guest molecule using phosphonated and sulfonated calix[4]arene and calix[4]resorcinarene host molecules;1
Skeleton-based Action Recognition of People Handling Objects;1
Active classification with comparison queries;1
Behavior of digital sequences through exotic numeration systems;1
Quantum cognition goes beyond-quantum: modeling the collective participant in psychological measurements;0
Geometry of Projective Perfectoid and Integer Partitions;1
Determinantal Generalizations of Instrumental Variables;1
Computational insights and the observation of SiC nanograin assembly: towards 2D silicon carbide;1
Non-Homogeneous Hydrodynamic Systems and Quasi-Stäckel Hamiltonians;0
Latest results of the Tunka Radio Extension (ISVHECRI2016);0
The Rabi frequency on the $H^3Δ_1$ to $C^1Π$ transition in ThO: influence of interaction with electric and magnetic fields;1
Deriving mesoscopic models of collective behaviour for finite populations;1
First Indirect X-Ray Imaging Tests With An 88-mm Diameter Single Crystal;0
A randomized Halton algorithm in R;1
Leveraging Node Attributes for Incomplete Relational Data;1
pMR: A high-performance communication library;1
Extending a Function Just by Multiplying and Dividing Function Values: Smoothness and Prime Identities;1
Towards Modeling the Interaction of Spatial-Associative Neural Network Representations for Multisensory Perception;1
Dex-Net 2.0: Deep Learning to Plan Robust Grasps with Synthetic Point Clouds and Analytic Grasp Metrics;0
Effects of temperature and strain rate on mechanical behaviors of Stone-Wales defective monolayer black phosphorene;1
Ward identities for charge and heat currents of particle-particle and particle-hole pairs;1
Ultrafast imprinting of topologically protected magnetic textures via pulsed electrons;0
Recurrent Environment Simulators;0
Exceeding the Shockley-Queisser limit within the detailed balance framework;1
Effect of disorder on the optical response of NiPt and Ni$_3$Pt alloys;0
Train on Validation: Squeezing the Data Lemon;1
Local migration quantification method for scratch assays;1
Assessing the level of merging errors for coauthorship data: a Bayesian model;1
Blood-based metabolic signatures in Alzheimer's disease;0
The Indecomposable Solutions of Linear Congruences;1
Weak multiplier Hopf algebras III. Integrals and duality;0
Monte-Carlo Tree Search by Best Arm Identification;1
Efficient Model-Based Deep Reinforcement Learning with Variational State Tabulation;1
Griffiths Singularities in the Random Quantum Ising Antiferromagnet: A Tree Tensor Network Renormalization Group Study;1
Which Neural Net Architectures Give Rise To Exploding and Vanishing Gradients?;0
Curriculum-Based Neighborhood Sampling For Sequence Prediction;1
Randomized Composable Coresets for Matching and Vertex Cover;1
simode: R Package for statistical inference of ordinary differential equations using separable integral-matching;0
Positive scalar curvature and the Euler class;1
Online Service with Delay;0
Comparison of dynamic mechanical properties of non-superheated and superheated A357 alloys;0
On the accuracy and usefulness of analytic energy models for contemporary multicore processors;1
A Simple Solution for Maximum Range Flight;0
Multiscale Residual Mixture of PCA: Dynamic Dictionaries for Optimal Basis Learning;0
On factorizations of graphical maps;0
Raking-ratio empirical process with auxiliary information learning;0
Improving drug sensitivity predictions in precision medicine through active expert knowledge elicitation;0
On Vague Computers;1
Exploiting OxRAM Resistive Switching for Dynamic Range Improvement of CMOS Image Sensors;1
Magnetic control of Goos-Hanchen shifts in a yttrium-iron-garnet film;1
Effective mass of quasiparticles from thermodynamics;0
Dynamics over Signed Networks;0
On the Estimation of Entropy in the FastICA Algorithm;1
Spatial-Temporal Imaging of Anisotropic Photocarrier Dynamics in Black Phosphorus;1
The maximal order of iterated multiplicative functions;0
Extending applicability of bimetric theory: chameleon bigravity;0
The Scaling Limit of High-Dimensional Online Independent Component Analysis;0
Direct characterization of a nonlinear photonic circuit's wave function with laser light;1
The Accuracy of Confidence Intervals for Field Normalised Indicators;1
Generalized Theta Functions. I;0
Constructing grids for molecular quantum dynamics using an autoencoder;0
3D Pursuit-Evasion for AUVs;1
Local Gradient Estimates for Second-Order Nonlinear Elliptic and Parabolic Equations by the Weak Bernstein's Method;1
Dynamic patterns of knowledge flows across technological domains: empirical results and link prediction;1
Accurate calculation of oblate spheroidal wave functions;1
Fully Decentralized Policies for Multi-Agent Systems: An Information Theoretic Approach;0
Ion distribution and ablation depth measurements of a fs-ps laser-irradiated solid tin target;0
Measuring the Hubble constant with Type Ia supernovae as near-infrared standard candles;0
Accurate, Large Minibatch SGD: Training ImageNet in 1 Hour;1
Universal Construction of Cheater-Identifiable Secret Sharing Against Rushing Cheaters Based on Message Authentication;1
Regrasp Planning Considering Bipedal Stability Constraints;1
Unsaturated deformable porous media flow with phase transition;0
Active Mini-Batch Sampling using Repulsive Point Processes;0
Customizing First Person Image Through Desired Actions;1
Michell trusses in two dimensions as a Gamma-limit of optimal design problems in linear elasticity;1
Moment analysis of highway-traffic clearance distribution;0
Single-image Tomography: 3D Volumes from 2D Cranial X-Rays;0
